Held,Kategorie,Talent,Eigenschaft 1,Eigenschaft 2,Eigenschaft 3,Modifikator,Erfolg,TaP/ZfP,TaW/ZfW,Eigenschaftswert 1,Eigenschaftswert 2,Eigenschaftswert 3
Hanzo Shimada,Körper,Sinnesschärfe,KL,IN,IN,-5,1,7,7,14,15,15
Hanzo Shimada,Körper,Schleichen,MU,IN,GE,0,1,4,4,13,13,11
Akira Masamune,Körper,Schleichen,MU,IN,GE,0,1,4,4,13,14,10
Hanzo Shimada,Körper,Schleichen,MU,IN,GE,0,1,4,8,13,15,13
Elanor Walham,Körper,Schleichen,MU,IN,GE,9,1,0,8,12,14,16
Hanzo Shimada,Natur,Orientierung,KL,IN,IN,0,1,4,4,14,15,15
Hanzo Shimada,Natur,Wildnisleben,IN,GE,KO,0,1,10,10,15,13,12
Hanzo Shimada,Körper,Athletik,GE,KO,KK,0,0,-8,2,13,12,12
Akira Masamune,Körper,Athletik,GE,KO,KK,0,0,-4,4,10,12,12
Elanor Walham,Körper,Athletik,GE,KO,KK,0,0,-1,8,16,12,12
Walpurga Hausmännin,Körper,Athletik,GE,KO,KK,0,1,3,3,11,13,12
Hanzo Shimada,Körper,Sinnesschärfe,KL,IN,IN,0,1,7,7,14,15,15
Hanzo Shimada,Wissen,Pflanzenkunde,KL,IN,FF,0,1,3,3,14,15,13
Akira Masamune,Körper,Athletik,GE,KO,KK,1,0,-4,4,10,12,12
Hanzo Shimada,Körper,Athletik,GE,KO,KK,1,1,1,2,13,12,12
Walpurga Hausmännin,Körper,Athletik,GE,KO,KK,0,1,3,3,11,13,12
Bargaan Treuwall,Körper,Athletik,GE,KO,KK,0,1,5,5,14,15,15
Elanor Walham,Körper,Athletik,GE,KO,KK,0,0,-2,8,16,12,12
Hanzo Shimada,Natur,Wildnisleben,IN,GE,KO,1,1,4,10,15,13,12
Hanzo Shimada,Natur,Fährtensuchen,KL,IN,IN,1,1,7,8,14,15,15
Hanzo Shimada,Körper,Schleichen,MU,IN,GE,1,1,7,8,13,15,13
Hanzo Shimada,Natur,Wettervorhersage,KL,IN,IN,-3,1,3,3,14,15,15
Hanzo Shimada,Natur,Wildnisleben,IN,GE,KO,-3,1,10,10,15,13,12
Hanzo Shimada,Natur,Fährtensuchen,KL,IN,IN,-3,1,8,8,14,15,15
Akira Masamune,Natur,Wildnisleben,IN,GE,KO,-6,0,-11,0,14,10,12
Hanzo Shimada,Natur,Fährtensuchen,KL,IN,IN,-3,1,7,8,14,15,15
Hanzo Shimada,Wissen,Tierkunde,MU,KL,IN,0,1,5,5,13,14,15
Hanzo Shimada,Körper,Sinnesschärfe,KL,IN,IN,0,1,5,7,14,15,15
Hanzo Shimada,Körper,Schleichen,MU,IN,GE,0,1,8,12,13,15,13
Hanzo Shimada,Körper,Klettern,MU,GE,KK,0,0,-3,2,13,13,12
Hanzo Shimada,Körper,Schleichen,MU,IN,GE,0,1,12,12,13,15,13
Hanzo Shimada,Körper,Klettern,MU,GE,KK,0,0,-9,2,13,13,12
Hanzo Shimada,Natur,Orientierung,KL,IN,IN,-8,1,4,4,14,15,15
Akira Masamune,Natur,Orientierung,KL,IN,IN,-3,1,0,3,14,14,14
Akira Masamune,Körper,Sinnesschärfe,KL,IN,IN,0,1,4,8,14,14,14
Akira Masamune,Natur,Wildnisleben,IN,GE,KO,-9,1,0,0,14,10,12
Hanzo Shimada,Körper,Sinnesschärfe,KL,IN,IN,0,1,3,7,14,15,15
Bargaan Treuwall,Natur,Wildnisleben,IN,GE,KO,-6,1,0,0,11,14,15
Walpurga Hausmännin,Natur,Wildnisleben,IN,GE,KO,-6,1,2,3,13,11,13
Hanzo Shimada,Körper,Sinnesschärfe,KL,IN,IN,-5,1,7,7,14,15,15
Bargaan Treuwall,Natur,Wildnisleben,IN,GE,KO,-6,1,0,0,11,14,15
Elanor Walham,Natur,Wildnisleben,IN,GE,KO,-6,1,3,3,14,16,12
Elanor Walham,Natur,Wildnisleben,IN,GE,KO,-6,1,3,3,14,16,12
Hanzo Shimada,Körper,Athletik,GE,KO,KK,0,1,2,2,13,12,12
Hanzo Shimada,Körper,Athletik,GE,KO,KK,0,1,2,2,13,12,12
Hanzo Shimada,Körper,Sinnesschärfe,KL,IN,IN,-5,1,7,7,14,15,15
Walpurga Hausmännin,Natur,Wildnisleben,IN,GE,KO,-6,1,3,3,13,11,13
Hanzo Shimada,Natur,Wildnisleben,IN,GE,KO,0,1,10,10,15,13,12
Hanzo Shimada,Natur,Fährtensuchen,KL,IN,IN,-3,1,1,8,14,15,15
Hanzo Shimada,Körper,Schleichen,MU,IN,GE,7,1,0,12,13,15,13
Hanzo Shimada,Natur,Fallenstellen,KL,FF,KK,0,1,0,3,14,13,12
Hanzo Shimada,Natur,Fallenstellen,KL,FF,KK,0,0,-3,3,14,13,12
Hanzo Shimada,Natur,Fallenstellen,KL,FF,KK,0,1,2,3,14,13,12
Hanzo Shimada,Natur,Fährtensuchen,KL,IN,IN,-3,1,8,8,14,15,15
Hanzo Shimada,Körper,Schleichen,MU,IN,GE,-3,1,8,12,13,15,13
Hanzo Shimada,Natur,Fährtensuchen,KL,IN,IN,-3,1,8,8,14,15,15
Hanzo Shimada,Körper,Sinnesschärfe,KL,IN,IN,0,1,3,7,14,15,15
Hanzo Shimada,Körper,Schleichen,MU,IN,GE,0,1,11,12,13,15,13
Hanzo Shimada,Körper,Schleichen,MU,IN,GE,0,1,7,12,13,15,13
Hanzo Shimada,Handwerk,Fleischer,KL,FF,KK,0,1,3,8,14,13,12
Hanzo Shimada,Handwerk,Kochen,KL,IN,FF,4,0,-10,5,14,15,13
Bargaan Treuwall,Wissen,Sternkunde,KL,KL,IN,0,1,1,1,11,11,11
Bargaan Treuwall,Wissen,Sternkunde,KL,KL,IN,0,0,-2,2,13,13,13
Hanzo Shimada,Wissen,Götter/Kulte,KL,KL,IN,0,1,2,2,14,14,15
Walpurga Hausmännin,Wissen,Götter/Kulte,KL,KL,IN,0,0,-2,4,13,13,13
Bargaan Treuwall,Wissen,Götter/Kulte,KL,KL,IN,0,1,3,3,11,11,11
Hanzo Shimada,Natur,Wettervorhersage,KL,IN,IN,0,1,0,3,14,15,15
Hanzo Shimada,Wissen,Sagen/Legenden,KL,IN,CH,0,0,-2,2,14,15,10
Elanor Walham,Handwerk,Heilkunde Wunden,KL,CH,FF,-7,1,7,7,12,11,13
Elanor Walham,Handwerk,Heilkunde Wunden,KL,CH,FF,7,0,-15,7,12,11,13
Walpurga Hausmännin,Handwerk,Heilkunde Wunden,KL,CH,FF,7,0,-4,12,13,12,11
Hanzo Shimada,Natur,Orientierung,KL,IN,IN,-8,1,4,4,14,15,15
Hanzo Shimada,Natur,Fährtensuchen,KL,IN,IN,-3,1,8,8,14,15,15
Hanzo Shimada,Wissen,Tierkunde,MU,KL,IN,-3,1,5,5,13,14,15
Walpurga Hausmännin,Wissen,Tierkunde,MU,KL,IN,0,0,-3,5,13,13,13
Hanzo Shimada,Natur,Wildnisleben,IN,GE,KO,-3,1,8,10,15,13,12
Hanzo Shimada,Körper,Sinnesschärfe,KL,IN,IN,0,1,8,8,14,14,14
Hanzo Shimada,Körper,Sinnesschärfe,KL,IN,IN,0,1,7,7,14,15,15
Akira Masamune,Körper,Sinnesschärfe,KL,IN,IN,3,1,2,8,14,14,14
Hanzo Shimada,Körper,Sinnesschärfe,KL,IN,IN,3,1,1,7,14,15,15
Hanzo Shimada,Gesellschaft,Überreden,MU,IN,CH,0,1,10,14,13,14,13
Hanzo Shimada,Gesellschaft,Überreden,MU,IN,CH,0,0,-6,6,13,15,10
Akira Masamune,Wissen,Hüttenkunde,KL,IN,KO,0,0,-1,5,14,14,12
Hanzo Shimada,Handwerk,Fleischer,KL,FF,KK,0,1,8,8,14,13,12
Hanzo Shimada,Handwerk,Kochen,KL,IN,FF,4,1,1,5,14,15,13
Hanzo Shimada,Natur,Wildnisleben,IN,GE,KO,-3,1,7,10,15,13,12
Akira Masamune,Wissen,Tierkunde,MU,KL,IN,-3,0,-3,1,13,14,14
Akira Masamune,Handwerk,Holzbearbeitung,KL,FF,KK,0,1,4,4,14,11,12
Hanzo Shimada,Natur,Orientierung,KL,IN,IN,4,0,-4,4,14,15,15
Walpurga Hausmännin,Natur,Orientierung,KL,IN,IN,0,0,-4,5,13,13,13
Hanzo Shimada,Körper,Sinnesschärfe,KL,IN,IN,0,1,7,7,14,15,15
Walpurga Hausmännin,Körper,Sinnesschärfe,KL,IN,IN,0,1,9,9,13,13,13
Hanzo Shimada,Körper,Schleichen,MU,IN,GE,-3,1,9,12,13,15,13
Walpurga Hausmännin,Körper,Schleichen,MU,IN,GE,-3,1,2,7,13,13,11
Hanzo Shimada,Körper,Schleichen,MU,IN,GE,0,1,9,12,13,15,13
Walpurga Hausmännin,Körper,Schleichen,MU,IN,GE,0,1,7,7,13,13,11
Hanzo Shimada,Körper,Sinnesschärfe,KL,IN,IN,-5,1,7,7,14,15,15
Walpurga Hausmännin,Körper,Sinnesschärfe,KL,IN,IN,0,1,9,9,13,13,13
Walpurga Hausmännin,Wissen,Magiekunde,KL,KL,IN,0,1,4,6,13,13,13
Hanzo Shimada,Körper,Schleichen,MU,IN,GE,0,1,12,12,13,15,13
Walpurga Hausmännin,Körper,Schleichen,MU,IN,GE,0,1,7,7,13,13,11
Hanzo Shimada,Körper,Sinnesschärfe,KL,IN,IN,0,1,7,7,14,15,15
Walpurga Hausmännin,Körper,Sinnesschärfe,KL,IN,IN,0,1,2,9,13,13,13
Walpurga Hausmännin,Körper,Sinnesschärfe,KL,IN,IN,0,1,7,7,14,15,15
Walpurga Hausmännin,Körper,Sinnesschärfe,KL,IN,IN,0,1,3,9,13,13,13
Hanzo Shimada,Körper,Schleichen,MU,IN,GE,0,1,12,12,13,15,13
Walpurga Hausmännin,Körper,Schleichen,MU,IN,GE,0,1,1,7,13,13,11
Hanzo Shimada,Körper,Schleichen,MU,IN,GE,0,1,12,12,13,15,13
Walpurga Hausmännin,Körper,Schleichen,MU,IN,GE,0,1,0,7,13,13,11
Hanzo Shimada,Körper,Sinnesschärfe,KL,IN,IN,0,1,3,7,14,15,15
Walpurga Hausmännin,Körper,Sinnesschärfe,KL,IN,IN,0,0,-3,9,13,13,13
Walpurga Hausmännin,Wissen,Magiekunde,KL,KL,IN,0,1,6,6,13,13,13
Walpurga Hausmännin,Wissen,Magiekunde,KL,KL,IN,0,1,2,6,13,13,13
Walpurga Hausmännin,Wissen,Magiekunde,KL,KL,IN,0,1,3,6,13,13,13
Hanzo Shimada,Körper,Sinnesschärfe,KL,IN,IN,-5,1,7,7,14,15,15
Hanzo Shimada,Körper,Schleichen,MU,IN,GE,5,1,1,12,13,15,13
Hanzo Shimada,Körper,Sinnesschärfe,KL,IN,IN,0,1,2,7,14,15,13
Hanzo Shimada,Körper,Schleichen,MU,IN,GE,0,1,12,12,13,15,13
Walpurga Hausmännin,Körper,Schleichen,MU,IN,GE,0,1,7,7,13,13,11
Walpurga Hausmännin,Wissen,Sagen/Legenden,KL,IN,CH,0,1,1,7,13,13,12
Hanzo Shimada,Körper,Schleichen,MU,IN,GE,0,1,6,12,13,15,13
Walpurga Hausmännin,Körper,Schleichen,MU,IN,GE,0,0,-4,7,13,13,11
Walpurga Hausmännin,Körper,Schleichen,MU,IN,GE,0,1,4,7,13,13,11
Walpurga Hausmännin,Handwerk,Alchemie,MU,KL,FF,0,1,1,2,13,13,11
Walpurga Hausmännin,Handwerk,Alchemie,MU,KL,FF,0,1,2,2,13,13,11
Walpurga Hausmännin,Handwerk,Alchemie,MU,KL,FF,0,0,-5,2,13,13,11
Walpurga Hausmännin,Handwerk,Alchemie,MU,KL,FF,0,1,2,2,13,13,11
Hanzo Shimada,Meta-Talent,Pirschjagd,MU,IN,GE,0,0,-3,0,13,15,13
Hanzo Shimada,Meta-Talent,Pirschjagd,MU,IN,GE,0,0,-7,0,13,15,13
Hanzo Shimada,Meta-Talent,Pirschjagd,MU,IN,GE,0,1,8,10,13,15,13
Hanzo Shimada,Meta-Talent,Pirschjagd,MU,IN,GE,0,1,3,11,13,15,13
Hanzo Shimada,Meta-Talent,Pirschjagd,MU,IN,GE,0,1,10,10,13,15,13
Akira Masamune,Gesellschaft,Überreden,MU,IN,CH,20,0,-17,6,13,15,10
Hanzo Shimada,Körper,Sinnesschärfe,KL,IN,IN,0,1,5,7,14,15,15
Walpurga Hausmännin,Körper,Sinnesschärfe,KL,IN,IN,0,1,6,9,14,13,13
Walpurga Hausmännin,Körper,Körperbeherrschung,MU,IN,GE,0,1,0,4,13,13,11
Walpurga Hausmännin,Körper,Körperbeherrschung,MU,IN,GE,0,1,1,4,13,13,11
Walpurga Hausmännin,Körper,Körperbeherrschung,MU,IN,GE,0,1,4,4,13,13,11
Hanzo Shimada,Körper,Sinnesschärfe,KL,IN,IN,0,1,3,7,14,15,15
Walpurga Hausmännin,Körper,Sinnesschärfe,KL,IN,IN,0,1,5,9,14,13,13
Walpurga Hausmännin,Körper,Athletik,GE,KO,KK,3,0,-2,3,11,12,11
Walpurga Hausmännin,Körper,Körperbeherrschung,MU,IN,GE,3,0,-3,4,13,13,11
Walpurga Hausmännin,Körper,Sinnesschärfe,KL,IN,IN,3,1,1,9,14,13,13
Walpurga Hausmännin,Wissen,Magiekunde,KL,KL,IN,3,1,3,6,14,14,13
Walpurga Hausmännin,Handwerk,Alchemie,MU,KL,FF,3,0,-3,2,13,14,11
Hanzo Shimada,Körper,Sinnesschärfe,KL,IN,IN,3,1,4,7,14,15,15
Walpurga Hausmännin,Körper,Sinnesschärfe,KL,IN,IN,0,1,7,9,14,13,13
Hanzo Shimada,Körper,Sinnesschärfe,KL,IN,IN,3,1,4,7,14,15,13
Walpurga Hausmännin,Wissen,Magiekunde,KL,KL,IN,0,0,-4,6,14,14,13
Walpurga Hausmännin,Körper,Sinnesschärfe,KL,IN,IN,0,1,5,9,14,13,13
Walpurga Hausmännin,Körper,Sinnesschärfe,KL,IN,IN,0,1,9,9,14,13,13
Walpurga Hausmännin,Körper,Sinnesschärfe,KL,IN,IN,0,1,5,9,14,13,13
Walpurga Hausmännin,Körper,Sinnesschärfe,KL,IN,IN,0,1,9,9,14,13,13
Walpurga Hausmännin,Körper,Sinnesschärfe,KL,IN,IN,0,1,9,9,14,13,13
Hanzo Shimada,Körper,Sinnesschärfe,KL,IN,IN,3,1,3,7,14,15,13
Hanzo Shimada,Körper,Selbstbeherrschung,MU,KO,KK,3,1,1,4,13,12,12
Walpurga Hausmännin,Körper,Selbstbeherrschung,MU,KO,KK,0,0,-4,4,13,12,11
Elanor Walham,Wissen,Pflanzenkunde,KL,IN,FF,0,1,5,5,12,14,13
Hanzo Shimada,Meta-Talent,Kräutersuchen,MU,IN,FF,0,1,2,7,13,15,13
Hanzo Shimada,Meta-Talent,Kräutersuchen,MU,IN,FF,0,1,3,7,13,15,13
Hanzo Shimada,Handwerk,Abrichten,MU,IN,CH,0,1,7,7,13,15,10
Walpurga Hausmännin,Körper,Sinnesschärfe,KL,IN,IN,0,1,5,9,13,13,13
Hanzo Shimada,Natur,Orientierung,KL,IN,IN,0,1,3,7,14,15,15
Walpurga Hausmännin,Natur,Orientierung,KL,IN,IN,0,1,0,5,13,13,13
Hanzo Shimada,Körper,Sinnesschärfe,KL,IN,IN,0,0,-1,9,14,15,13
Walpurga Hausmännin,Körper,Sinnesschärfe,KL,IN,IN,0,1,9,9,13,13,13
Walpurga Hausmännin,Körper,Sinnesschärfe,KL,IN,IN,0,1,6,9,13,13,11
Walpurga Hausmännin,Wissen,Geographie,KL,KL,IN,0,1,4,4,13,13,13
Walpurga Hausmännin,Körper,Reiten,CH,GE,KK,10,0,-10,8,12,11,11
Walpurga Hausmännin,Körper,Reiten,CH,GE,KK,0,1,6,8,12,11,11
Hanzo Shimada,Handwerk,Abrichten,MU,IN,CH,0,1,0,7,13,15,10
Hanzo Shimada,Meta-Talent,Pirschjagd,MU,IN,GE,0,1,8,10,13,15,13
Hanzo Shimada,Meta-Talent,Pirschjagd,MU,IN,GE,0,1,7,10,13,15,13
Hanzo Shimada,Natur,Wildnisleben,IN,GE,KO,0,1,8,10,15,13,12
Hanzo Shimada,Meta-Talent,Nahrungsammeln,MU,IN,FF,-3,1,6,6,13,15,13
Hanzo Shimada,Körper,Sinnesschärfe,KL,IN,IN,0,1,9,9,14,15,13
Hanzo Shimada,Körper,Schleichen,MU,IN,GE,0,1,9,12,13,15,13
Hanzo Shimada,Körper,Schleichen,MU,IN,GE,0,1,5,12,13,15,13
Hanzo Shimada,Körper,Schleichen,MU,IN,GE,0,1,3,12,13,15,13
Hanzo Shimada,Handwerk,Fleischer,KL,FF,KK,0,1,8,8,14,13,12
Hanzo Shimada,Natur,Wildnisleben,IN,GE,KO,0,1,8,10,15,13,12
Hanzo Shimada,Handwerk,Kochen,KL,IN,FF,0,1,5,5,14,15,13
Hanzo Shimada,Handwerk,Kochen,KL,IN,FF,0,1,5,5,14,15,13
Walpurga Hausmännin,Natur,Orientierung,KL,IN,IN,0,1,5,5,13,13,13
Hanzo Shimada,Körper,Sinnesschärfe,KL,IN,IN,-5,1,9,9,14,15,13
Akira Masamune,Natur,Orientierung,KL,IN,IN,0,1,3,3,14,15,15
Walpurga Hausmännin,Natur,Orientierung,KL,IN,IN,-3,1,5,5,13,13,13
Akira Masamune,Gesellschaft,Menschenkenntnis,KL,IN,CH,0,1,8,8,14,15,13
Hanzo Shimada,Handwerk,Kochen,KL,IN,FF,0,1,5,5,14,15,13
Elanor Walham,Handwerk,Heilkunde Wunden,KL,CH,FF,0,1,1,7,12,11,13
Walpurga Hausmännin,Handwerk,Heilkunde Wunden,KL,CH,FF,0,1,8,12,13,12,11
Walpurga Hausmännin,Körper,Selbstbeherrschung,MU,KO,KK,0,1,3,4,13,12,11
Elanor Walham,Handwerk,Heilkunde Wunden,KL,CH,FF,0,1,2,7,12,11,13
Walpurga Hausmännin,Handwerk,Heilkunde Wunden,KL,CH,FF,0,1,12,12,13,12,11
Elanor Walham,Handwerk,Heilkunde Wunden,KL,CH,FF,0,1,2,7,12,11,13
Walpurga Hausmännin,Handwerk,Heilkunde Wunden,KL,CH,FF,3,1,1,12,13,12,11
Bargaan Treuwall,Körper,Selbstbeherrschung,MU,KO,KK,0,1,4,5,15,15,15
Akira Masamune,Handwerk,Kochen,KL,IN,FF,0,0,-2,6,14,15,13
Hanzo Shimada,Handwerk,Kochen,KL,IN,FF,0,1,1,5,14,15,13
Hanzo Shimada,Körper,Selbstbeherrschung,MU,KO,KK,0,1,0,4,13,12,12
Hanzo Shimada,Körper,Sinnesschärfe,KL,IN,IN,-5,1,9,9,14,15,13
Akira Masamune,Handwerk,Heilkunde Wunden,KL,CH,FF,0,0,-5,2,14,13,13
Elanor Walham,Handwerk,Heilkunde Wunden,KL,CH,FF,0,1,7,7,12,11,13
Walpurga Hausmännin,Handwerk,Heilkunde Wunden,KL,CH,FF,0,1,3,12,13,12,11
Walpurga Hausmännin,Handwerk,Alchemie,MU,KL,FF,0,1,0,2,13,13,11
Hanzo Shimada,Körper,Sinnesschärfe,KL,IN,IN,0,1,9,9,14,15,13
Akira Masamune,Körper,Sinnesschärfe,KL,IN,IN,0,1,8,8,14,15,15
Akira Masamune,Wissen,Götter/Kulte,KL,KL,IN,0,1,3,3,14,14,15
Walpurga Hausmännin,Wissen,Magiekunde,KL,KL,IN,0,0,-5,6,13,13,13
Walpurga Hausmännin,Wissen,Magiekunde,KL,KL,IN,0,1,6,6,13,13,13
Hanzo Shimada,Handwerk,Abrichten,MU,IN,CH,0,1,6,7,13,15,10
Hanzo Shimada,Natur,Wildnisleben,IN,GE,KO,-3,1,10,10,15,13,12
Akira Masamune,Gesellschaft,Überreden,MU,IN,CH,10,1,1,14,13,15,13
Akira Masamune,Wissen,Schätzen,KL,IN,IN,0,1,8,8,14,15,15
Akira Masamune,Gesellschaft,Überreden,MU,IN,CH,43,0,-63,14,13,15,13
Akira Masamune,Gesellschaft,Überreden,MU,IN,CH,4,1,7,14,13,15,13
Hanzo Shimada,Natur,Wildnisleben,IN,GE,KO,-3,1,10,10,15,13,12
Akira Masamune,Körper,Sinnesschärfe,KL,IN,IN,0,1,8,8,14,15,15
Elanor Walham,Natur,Orientierung,KL,IN,IN,0,0,-1,5,13,13,13
Elanor Walham,Natur,Orientierung,KL,IN,IN,0,1,1,5,13,13,13
Hanzo Shimada,Handwerk,Abrichten,MU,IN,CH,0,1,1,7,13,15,10
Akira Masamune,Gesellschaft,Überreden,MU,IN,CH,0,1,14,14,13,15,13
Akira Masamune,Handwerk,Grobschmied,FL,KO,KK,3,1,13,16,13,13,14
Akira Masamune,Handwerk,Grobschmied,FL,KO,KK,0,1,16,16,13,13,14
Akira Masamune,Handwerk,Grobschmied,FL,KO,KK,3,1,13,16,13,13,14
Akira Masamune,Handwerk,Grobschmied,FL,KO,KK,-2,1,13,18,13,13,14
Hanzo Shimada,Handwerk,Abrichten,MU,IN,CH,4,1,4,9,13,15,10
Akira Masamune,Handwerk,Grobschmied,FL,KO,KK,3,1,8,18,13,13,14
Akira Masamune,Handwerk,Grobschmied,FL,KO,KK,3,1,15,18,13,13,14
Akira Masamune,Handwerk,Grobschmied,FL,KO,KK,3,1,10,18,13,13,14
Akira Masamune,Gesellschaft,Überreden,MU,IN,CH,6,1,5,14,13,15,13
Akira Masamune,Wissen,Schätzen,KL,IN,IN,0,1,5,8,14,15,15
Akira Masamune,Gesellschaft,Überreden,MU,IN,CH,6,1,8,14,13,15,13
Akira Masamune,Wissen,Schätzen,KL,IN,IN,0,1,3,8,14,15,15
Akira Masamune,Gesellschaft,Überreden,MU,IN,CH,6,1,3,14,13,15,13
Hanzo Shimada,Gesellschaft,Überreden,MU,IN,CH,0,1,3,6,13,15,10
Akira Masamune,Gesellschaft,Überreden,MU,IN,CH,0,1,13,14,13,15,13
Hanzo Shimada,Gesellschaft,Überreden,MU,IN,CH,0,1,6,6,13,15,10
Hanzo Shimada,Gesellschaft,Überreden,MU,IN,CH,0,1,2,6,13,15,10
Akira Masamune,Gesellschaft,Überreden,MU,IN,CH,0,1,14,14,13,15,13
Hanzo Shimada,Gesellschaft,Überreden,MU,IN,CH,-7,1,6,6,13,15,10
Akira Masamune,Körper,Zechen,IN,KO,KK,0,1,5,5,15,13,14
Hanzo Shimada,Körper,Zechen,IN,KO,KK,0,0,-8,0,15,12,12
Akira Masamune,Gesellschaft,Menschenkenntnis,KL,IN,CH,0,1,4,8,14,15,13
Akira Masamune,Gesellschaft,Menschenkenntnis,KL,IN,CH,0,1,7,8,14,15,13
Akira Masamune,Körper,Sinnesschärfe,KL,IN,IN,0,1,8,8,14,15,15
Hanzo Shimada,Körper,Sinnesschärfe,KL,IN,IN,0,1,5,9,14,15,15
Akira Masamune,Gesellschaft,Überreden,MU,IN,CH,6,1,4,14,13,15,13
Akira Masamune,Handwerk,Grobschmied,FL,KO,KK,0,1,16,18,13,13,14
Hanzo Shimada,Körper,Selbstbeherrschung,MU,KO,KK,0,0,-1,4,13,12,12
Bargaan Treuwall,Körper,Selbstbeherrschung,MU,KO,KK,0,1,5,5,15,15,15
Akira Masamune,Körper,Selbstbeherrschung,MU,KO,KK,2,1,6,8,13,13,14
Walpurga Hausmännin,Körper,Selbstbeherrschung,MU,KO,KK,2,1,1,4,13,12,11
Elanor Walham,Körper,Selbstbeherrschung,MU,KO,KK,-4,1,0,4,12,12,12
Hanzo Shimada,Körper,Selbstbeherrschung,MU,KO,KK,4,0,-6,4,13,12,12
Elanor Walham,Körper,Selbstbeherrschung,MU,KO,KK,4,0,-4,4,12,12,12
Akira Masamune,Gaben,Gefahreninstinkt,KL,IN,IN,0,1,4,4,14,15,15
Akira Masamune,Körper,Sinnesschärfe,KL,IN,IN,0,1,8,8,14,15,15
Walpurga Hausmännin,Körper,Sinnesschärfe,KL,IN,IN,5,0,-12,9,13,13,11
Walpurga Hausmännin,Körper,Sinnesschärfe,KL,IN,IN,5,0,-2,9,13,13,11
Walpurga Hausmännin,Körper,Sinnesschärfe,KL,IN,IN,0,1,3,9,13,13,13
Bargaan Treuwall,Handwerk,Heilkunde Wunden,KL,CH,FF,0,0,-3,3,11,11,12
Bargaan Treuwall,Handwerk,Heilkunde Wunden,KL,CH,FF,0,1,3,3,11,11,12
Bargaan Treuwall,Handwerk,Heilkunde Wunden,KL,CH,FF,0,1,0,3,11,11,12
Bargaan Treuwall,Handwerk,Heilkunde Wunden,KL,CH,FF,0,0,-19,3,11,11,12
Bargaan Treuwall,Handwerk,Heilkunde Wunden,KL,CH,FF,0,1,2,3,11,11,12
Hanzo Shimada,Handwerk,Heilkunde Wunden,KL,CH,FF,0,0,-5,3,14,10,13
Hanzo Shimada,Handwerk,Heilkunde Wunden,KL,CH,FF,0,1,3,3,14,10,13
Hanzo Shimada,Handwerk,Heilkunde Wunden,KL,CH,FF,0,0,-5,3,14,10,13
Hanzo Shimada,Handwerk,Heilkunde Gift,MU,KL,IN,0,0,-3,7,13,14,15
Hanzo Shimada,Handwerk,Heilkunde Gift,MU,KL,IN,0,0,-1,7,13,14,15
Walpurga Hausmännin,Handwerk,Heilkunde Gift,MU,KL,IN,0,0,-10,5,11,11,11
Walpurga Hausmännin,Handwerk,Heilkunde Gift,MU,KL,IN,0,1,4,5,11,11,11
Walpurga Hausmännin,Handwerk,Heilkunde Gift,MU,KL,IN,0,1,4,5,11,11,11
Hanzo Shimada,Wissen,Philosophie,KL,KL,IN,0,1,1,2,14,14,15
Hanzo Shimada,Wissen,Götter/Kulte,KL,KL,IN,0,1,1,2,14,14,15
Bargaan Treuwall,Körper,Selbstbeherrschung,MU,KO,KK,0,1,1,5,15,15,15
Bargaan Treuwall,Körper,Selbstbeherrschung,MU,KO,KK,0,1,2,5,15,15,15
Bargaan Treuwall,Körper,Selbstbeherrschung,MU,KO,KK,0,1,0,5,15,15,15
Akira Masamune,Gesellschaft,Überreden,MU,IN,CH,6,1,3,14,13,15,13
Bargaan Treuwall,Körper,Reiten,CH,GE,KK,10,0,-12,5,11,14,15
Bargaan Treuwall,Körper,Körperbeherrschung,MU,IN,GE,0,1,5,5,15,11,14
Walpurga Hausmännin,Handwerk,Heilkunde Wunden,KL,CH,FF,-2,1,6,13,11,12,11
Akira Masamune,Gesellschaft,Überreden,MU,IN,CH,7,1,7,14,13,15,13
Akira Masamune,Gesellschaft,Überreden,MU,IN,CH,7,1,9,16,13,15,13
Bargaan Treuwall,Körper,Selbstbeherrschung,MU,KO,KK,0,1,5,5,15,15,15
Hanzo Shimada,Körper,Selbstbeherrschung,MU,KO,KK,0,0,-1,4,13,12,12
Walpurga Hausmännin,Körper,Selbstbeherrschung,MU,KO,KK,3,0,-5,4,11,13,12
Akira Masamune,Wissen,Götter/Kulte,KL,KL,IN,0,1,3,3,14,14,15
Walpurga Hausmännin,Natur,Orientierung,KL,IN,IN,0,1,5,5,13,13,13
Hanzo Shimada,Körper,Sinnesschärfe,KL,IN,IN,0,1,8,9,14,15,15
Akira Masamune,Körper,Sinnesschärfe,KL,IN,IN,0,1,1,8,14,15,15
Walpurga Hausmännin,Körper,Sinnesschärfe,KL,IN,IN,0,1,9,9,13,13,13
Bargaan Treuwall,Körper,Sinnesschärfe,KL,IN,IN,0,0,-6,3,11,11,11
Elanor Walham,Körper,Sinnesschärfe,KL,IN,IN,0,1,0,8,11,12,12
Akira Masamune,Gesellschaft,Gassenwissen,KL,IN,CH,0,1,4,6,14,15,13
Akira Masamune,Gesellschaft,Menschenkenntnis,KL,IN,CH,0,0,-2,8,14,15,13
Hanzo Shimada,Natur,Fährtensuchen,KL,IN,IN,0,1,7,8,14,15,15
Walpurga Hausmännin,Gesellschaft,Gassenwissen,KL,IN,CH,0,1,6,6,14,15,13
